Text,Label
২০১৫ তে গিয়েছিলাম। অসাধারণ একটা যায়গা৷,positive
প্রাকৃতিক এক অপরূপ সৌন্দর্যের লীলাভূমি আমাদের বান্দরবান।,positive
আমি এই পর্যন্ত মোট চার বার গিয়েছি। প্রতিবারই এর সৌন্দর্যকে নতুন এবং ভিন্নভাবে উপভোগ করেছি।,positive
হাতের বামদিকে কিছুদূর এগিয়ে গেলেই দেখা যাবে অমিয়াখুমের মনোমুগ্ধকর সৌন্দর্য। যা দেখার জন্য শতশত ভ্রমণপিপাসূ মানুষদের এতো দূরে ছুটে আসা। এ যেন এক জীবন্ত বিস্ময়।,positive
নাফাখুমের সিঁড়ির মতো ধাপগুলোর কারণে এর সৌন্দর্যকে আমার কাছে বেশি আকর্ষনীয় বলে মনে হয়েছে।,positive
বোটে উঠার পর এক অসাধারণ অনুভূতি কাজ করছিলো যা বলে বোঝানোর মত না।,positive
যাত্রাপথগুলো যেমন ছিলো কঠিন তেমনই ছিলো ভয়ংকর রকমের সুন্দর ও আকর্ষনীয়।,positive
আমার কাছে মনে হয় প্রকৃতিপ্রেমী ভ্রমণপিপাসূ মানুষদের জন্যই বান্দরবান।,positive
কী ভীষণ সুন্দর একটা লেক। চারপাশ পাহাড়ে ঘেরা।,positive
"অনেক সাধের সাজেক এ উঠে পড়ার পর হাজার হাজার মানুষ, ধূলাবালি আর রাস্তার দুপাশের অনিয়ন্ত্রিত যেখানে সেখানে বেড়ে ওঠা অসংখ্য হোটেল, খাবারের দোকান, গাড়ী, মানুষ দেখে মনে হতেও পারে আপনি ভূল করে সেই বহু প্রার্থীত মেঘের উপরে সাজেকে না গিয়ে গুলিস্হানে চলে এসেছেন।",negative
" পাহাড়ের যেখানে সেখানে পড়ে থাকা প্লাস্টিক, পানির বোতল, ময়লা আবর্জনাদেখে মন খারাপ হয়ে যায়😢😢",negative
"আধো অন্ধকার রাতে বালুকাবেলায় দাঁড়িয়ে এর আগেও সাগরের ঢেউভাঙা গর্জন শুনেছি অনেকবার। এর মধ্যে অপার্থিব এক ছন্দ আছে, যা মনকে উদাস করে দেয়।",positive
"কিছুটা পুলক, কিছুটা শিহরণ। যতদূর চোখ যায় শুধু পানি আর পানি।। এ যেন সত্যিকারেই অতল জলের আহ্বান।",positive
"শৈবাল, নুড়ি, পাথর, ঝিনুক আর স্বচ্ছ পানিতে জেলি ফিশ, হরেক রকমের সামুদ্রিক মাছ, কচ্ছপ, বিশ্ব রহস্যের জীবন্ত পাঠশালায় পরিণত করা প্রবালের ছড়াছড়িময় মনোরম এই দ্বীপের নাম সেন্টমার্টিন!!",positive
অপূর্ব প্রাকৃতিক সৌন্দয্যমন্ডিত এই দ্বীপটি দেশ-বিদেশের পর্যটকদের কাছে অন্যতম পয্যটন স্থান হিসেবে জায়গা করে নিয়েছে।,positive
সামরিক ও আইনশৃঙ্খলা বাহিনীর উপস্থিতি ও দ্বীপের বাসিন্দাদের ভালো ব্যবহারের কারণে দ্বীপটিতে নিরাপদে চলাফেরা করা যায় একদম নির্বিঘ্নে।,positive
"সেন্টমার্টিন দ্বীপের মানুষ নিতান্ত সহজ-সরল, তাদের উষ্ণ আতিথেয়তা পর্যটকদের প্রধান আকর্ষণ।",positive
"শুভ্র সুন্দর এবং পরিচ্ছন্ন সকাল। ধুলো নেই, ধোঁয়া নেই, হইচই বা যান্ত্রিক শব্দ নেই, গাড়ির বা কারখানার দূষণ নেই, নোনা জলো হাওয়ায় জীবনের তাজা ঘ্রাণ।",positive
"ব্যালকনিতে দাঁড়িয়ে দূর থেকে প্রবাল পাথর দেখতে যত সুন্দর, কাছে গিয়ে দেখি এ সহজ জিনিস নয়। অসংখ্য খাঁজে ভরা।",positive
আজকের লাঞ্চটাও অসাধারণ কিছু সামুদ্রিক মাছ দিয়ে সারলাম।,positive
"মগ্ন হয়ে দেখছি আঁধারে সাগরের রূপ, শুনছি সাগরের ঢেউভাঙা সুর।",positive
"চমৎকার এক অভূতপূর্ব সূয্যদয় দেখার উত্তেজনায় চলে গেলাম ঘুমের দেশে, স্বপ্নের দেশে।",positive
"ছুদূর সামনে এগোতে দেখলাম চারপাঁচ জনের একটি দল গাছ কাটতেছে, আমাদের কে থামতে বললো গাছ পড়বো,নিরাপত্তার স্বার্থে তাদের ছবি তুলি নাই.... এই যদি অবস্থা হয় তাহলে আমাদের দেশের প্রকৃতি এভাবে ধ্বংস হয়ে যাবে",negative
"রেমাক্রি খালের অসম্ভব সুন্দর সকালের দৃশ্য দেখে হাটছিলাম কিন্তু মাঝখানে দেখলাম এই ভয়ানক দৃশ্য, আগে টিভিতে দেখছিলাম যে বান্দরবানে গাছ কাটে সিন্ডিকেট",negative
অনেকের মুখে শুনা যে নরসিংদী নিমতলী বাজারে খুব ভালো ঘোল পাওয়া যায়।,positive
আশেপাশের বিশাল পাহাড়ের আনাচে কানাচে সরু ও সংকীর্ণ তৈরী আঁকাবাঁকা সুন্দর পথ। যে পথের সাহায্যে মানুষ তার নিজ চোখে দেবতাখুমের সৌন্দর্য দেখে উপভোগ করতে পারে।,positive
"সিলেটের বনগুলোতে গিয়েও মন খারাপ হতো পুরনো দিনের কথা ভেবে। আবদুর রহমান চৌধুরী সুনামগঞ্চের লাউর, খাসিয়া পাহাড়ে বাঘ-হাতির যে রাজ্যের কথা বলে গিয়েছেন সেটা কোথায় হারাল!",negative
"তারপর চমকে উঠলাম, মুরগীটাকে ধরে একজন এক কোপে মাথা কেটে হাতে ওটা ধরে রেখেছে! কী বীভৎস।",negative
এই রাস্তাগুলো অনেক ক্ষেত্রেই পরিবেশ ধ্বংসের বার্তা নিয়ে আসছে। তবে তাই বলে এই যুগে রাস্তা তৈরির পুরোপুরি বিরোধি আমরা হতে পারি না!,neutral
আমরা সম্ভাবনাময় পর্যটনে সাফল্য তো পাচ্ছি না উল্টো দুর্গম সব জায়গার পরিবেশ নষ্ট করছি আমরা পর্যটকরা পলিথিনসহ নানান আবর্জনা ফেলে।,negative
কেওক্রাডংয়ের অবস্থাও এর মালিক লালা বম এবং পর্যটকরা মিলে বারোটা বানাচ্ছেন।,negative
"খোলা আকাশের নিচে ,মৃদু বাতাশ গায়ে মাখিয়ে শুয়ে শুয়ে লক্ষ লক্ষ তারা দেখার যে অনূভুতি সেটা আমার কাছে ভাষায় বলে বুঝানো সমভব নয় ।",positive
সেখানের সমুদ্র ততোটা গর্জে না কিন্তু অপার হয়ে তাকিয়ে থাকার মুগ্ধতা দেয়।,positive
পাশের বনাঞ্চল দেয় প্রচন্ডরকম স্নিগ্ধতা এবং সেই বনাঞ্চলে আছে হরিণের মেলা।,positive
আছে সমুদ্রের সাথে তাবু করে থাকার সুবিধা যার মাধ্যমে সমুদ্রের মাতাল হাওয়া উপভোগ করা যায়। এবং মাথার উপরের লক্ষাধিক তারকারাজি সেই উপভোগ্যতা যেন আরো বাড়িয়ে দেয়।,positive
"পদ্মা নদীর তীর, পদ্মার চর ও ভাতশালার বিলের অপরূপ প্রাকৃতিক সৌন্দর্য ছড়িয়ে ছিটিয়ে আছে নদীবিধৌত হরিরামপুর জুড়ে।",positive
বর্ষা ও বর্ষা শেষের বিধ্বংসী পদ্মা শরৎ শেষে ধীরে ধীরে অপরূপ হয়ে উঠতে শুরু করে। হেমন্ত ও শীতের পদ্মা চর যেন সুন্দরের প্রতিরূপ হিসেবে ধরা দেয় প্রকৃতিপ্রেমিদের চোখে ও মনে।,positive
"নৌকায় শুয়ে বসে উপভোগ করতে পারবেন জোছনা, সাথে মানিকগঞ্জের লোকগানের সুর। বিশাল উন্মুক্ত জলরাশির উন্মত্ত বাতাস আপনার নাগরিক জীবনের বিষন্নতা থেকে কিছুটা হলেও মুক্তি দেবে।",positive
এয়ারপোর্ট থেকে নামার পর দেখবেন অসম্ভব সুন্দর নীল পানিতে দাঁড়িয়ে আছে এয়ারপোর্ট।,positive
মালদ্বীপের রিসোর্টগুলো খুবই সুন্দর করে বানানো আর এত সুন্দর নীল পানি দেখে যে কারো ইচ্ছা করবে সেখানে চলে যেতে।,positive
সৌন্দর্যের রানী রাংগামাটি,positive
"ট্রলার নিয়ে ছুটলাম বিশাল কাপ্তাই লেকের বুকে,, কাপ্তাই লেকের টলটলে পানি, আর বিশালতা আপনাকে মুগ্ধ করবে,,",positive
পরিবারের সবাইকে নিয়ে ছুটি কাটানোর এর আদর্শ যায়গা,positive
পাহাড় প্রেমীদের জন্য এক অনুভূতির জায়গা এই পেঁচারদ্বীপ।,positive
ওপরের কটেজগুলো ভারি সুন্দর লাগছিল। আস্তে-ধীরে উঠে এলাম পর্বতে।,positive
"পাশের পাহাড়ে তৈরি হওয়া নতুন কটেজটাও মোহনীয় রূপে ধরা দিয়েছিল, তবে সবচেয়ে বেশি মুগ্ধ হয়েছি একের পর এক ট্র্যাকার-দলের সবুজ ঘাসবাগানের মাঝের সরু পথ ধরে স্বপ্নের পাহাড়ের দিকে আসার দৃশ্য দেখে।",positive
"দূর পাহাড়ের ওপাশে যখন টুপ করে ডুব দিল সূয্যি মামা মনে হলো, গোটা পৃথিবীর সঙ্গে সংযোগ বিচ্ছিন্ন এক রহস্যরাজ্যে চলে এসেছি।",positive
মন খারাপ হয়েছে হেলিপ্যাডের ধারের পথটা আটকানো দেখে।,negative
"মুখ তুলে চাইলাম আকাশ পানে। সঙ্গে সঙ্গে আনন্দে, চমকে দিশেহারা হওয়ার অবস্থা! এতো তারা।",positive
"কেওক্রাডংয়ে প্রকৃতি আমাদের নয়ন জুড়িয়েছে-মন ভরিয়েছে, একই সঙ্গে আবার অবাক হয়েছি পাহাড়টির মালিক লালা বমের কাজ-কারবার দেখে।",neutral
"পাহাড়চূড়ায় তার নির্মানাধীন বেঢপ ইট-সুরকির চার তলা হোটেল, অপরিচ্ছন্ন রান্নাঘরে কুকুর ছানাদের ঘুরাঘুরি, এখানে সেখানে ময়লা-আবর্জনা, দুর্গন্ধময় ও পাহাড়ের খাড়া ঢালে বিপজ্জনক টয়লেট এসব মনে করিয়ে দিচ্ছিল পাহাড়ের নিচে তার ভাই দার্জিলিং পাড়ায় কী পরিচ্ছন্ন এক রাজ্য গড়ে তুলেছেন!",negative
ভাই বাঙালী যে জায়গায় যাওয়া শুরু করছে তা কাওরানবাজার বানায়ে ছাড়ছে।,negative
বিকেলের নিলাদ্রি চরম প্রশান্তি এনে দিছিল আমাদের এবং সন্ধ্যায় নিলাদ্রির পূর্ণিমা।,positive
"নদী হয়ে বারেক্কাটিলা যতো কাছে আসছে, মেঘালয়ের মেঘের পাহাড় গুলো ততো মায়া ছড়াচ্ছে।",positive
"বারেক্কা টিলার উপরে উঠে মেঘালয়ের মেঘের মিছিল দেখে, নিজেকে খুবই ভাগ্যবান মনে হল। মেঘগুলো জেনো আমাদের অপেক্ষাতেই ছিল এতদিন!",positive
শিমুল বাগান আহমরি মনে হয়নি তেমন; গোবরে ভরপুর এবং এখন ফুলও নেই,negative
"ভোলাগঞ্জ যাবার রাস্তা এখন অনেকটা ভালো এবং যাওয়ার পথে বিশাল বিশাল পাহাড়ের উঁকি, ক্লান্তি দূর করে দেয়।",positive
সাদাপাথরে ভারতীয় পাহাড়ি স্বচ্ছ জলস্রোতে গা ভাসিয়ে প্রচুর পুলকিত হয়েছি।,positive
"নাও এবং নাওয়ের সার্ভিস নিয়ে, আমরা কেউ সন্তুষ্ট ছিলাম না।",negative
কথার সাথে কাজে ছিল বিস্তর ফাঁরাক এবং বিকাশে কনর্ফাম করার পর ভিন্ন প্ল্যানে ঘুরানোর নগ্ন চেস্টা। সঙ্গত কারণে নাওয়ের নাম প্রকাশ করছি না।,negative
মানুষ ও প্রকৃতির এক অপূর্ব সমন্বয়।,positive
সিঁড়ির নিচের প্রান্ত থেকে দেখলে সত্যিই স্বর্গের সিঁড়ি মনে হয়!অপর প্রান্তে যেন স্বর্গ সংযূক্ত !,positive
দূরের সবুজ পাহাড় যেন আপনার জন্য অপেক্ষা করছে। হাতছানি দিয়ে ডাকছে আয় আয় আয়! শান্ত নিস্তব্ধ পরিবেশ।,positive
রাস্তাটি খুব একটা পর্যটক বান্ধব নয় তাই নিরাপত্তার বিষয়টি নিশ্চিত করে যাওয়া উচিত।,positive
পানির সমস্যায় পড়তে পারেন। জোয়ার বাটার জন্য।,negative
সব মিলিয়ে নিঝুমদ্বীপ এর দুইটি রাত সুন্দর থেকে সুন্দর ছিল।,positive
আমরা আনন্দ এডভেঞ্চার সব মিলিয়ে পাচঁ জনের টিম বেশ আনন্দ করতে পেরেছি।,positive
"গ্ৰামীন জীবন বুঝার চেষ্টা করুন দেখবেন আপনার মন ভালো হয়ে যাবে, আত্মার প্রশান্তি বাড়বে।",positive
"আমাদের গ্ৰামগুলো এখনও বেশ দূষণমুক্ত, পরিচ্ছন্ন।",positive
"পুর্বে যাদের ধারনা ছিলো (দুর্গাপুরের) রাস্তা খুবই খারাপ, তাদের জন্য সুখবর এই যে, দুর্গাপুরের রাস্তা এখন খুবই ভালো।",positive
"নাইক্ষ্যাংমুখ পর্যন্ত এবার পলিথিন,প্লাস্টিকের ছড়াছড়ি ছিলো।",negative
একটি ঐতিহাসিক নিদর্শন অযত্ন অবহেলায় আর হয়তবা একটু খোজের অভাবে আজ ধ্বংসের দ্বারপ্রান্তে,negative
সেখানে পৌছানো আরো ভয়াবহ।,negative
টেকনাফের এই যায়গাটা আমার কাছে সব সময়ের জন্যই ভীষণ প্রিয়।,positive
"যতবার টেকনাফ গিয়েছি বা টেকনাফ থেকে সেন্ট মার্টিন গিয়েছি, সব সময়, সবকিছু মধ্যে টেকনাফের এই যায়গাটা আমার কাছে সবচেয়ে আকর্ষণীয় লেগেছে, এই যায়গাটার প্রতি একটা মুগ্ধতা তৈরি হয়েছে",positive
"পাহাড়ের ঘন অরন্যে মেঘ বা কুয়াশার চাদর, সকালে বুনো পাখিদের কিচিরমিচির, নিরব, নিশ্চুপ, হিম হিম এক শীতল সকালে আমি আমার স্বপ্নের সেই পাহাড় আর নদীর সম্মিলনে বসে আছি একরাশ সুখের স্মৃতি জমা করে, একটা অপার্থিব সুখের সকালের কাছে এর বেশী আর কি-ই বা চাওয়ার থাকতে পারে।",positive
বিধাতার কাছে আমার অসীম আর অনন্ত কৃতজ্ঞতা আমাকে এমন করে নেটংয়ের চুড়ায় আর নাফের আলিঙ্গনের সম্মিলনে এমন একটা সুখ স্মৃতির অপরুপ সকাল উপহার দিয়ে আমার প্রাপ্তির খাতার আর একটি পাতা ভরে দেয়ার জন্য!,positive
স্থানীয় পাহাড়ি মানুষের ব্যবহার খুবই ভালো ও বন্ধুত্ব সুলভ।,positive
রশাসন সব সময় টুরিস্টদের সহযোগিতা করেন।,positive
পাহাড়ে কমবেশি সব জায়গায় পানীয় জলের সমস্যা রয়েছে।,negative
পড়ন্ত বিকেলে দারুচিনি দ্বীপ থেকে সাইকেল চালিয়ে সূর্য ডুবা দেখতে দেখতে মেইন বীচে গিয়ে দেখবেন বিশাল একটা চাঁদ😍 । অসম্ভব রকমের ভালো লাগবে।,positive
স্ট্যান্ডিং টিকেটও তিনগুন বেশি দিয়ে নিতে হয়।,negative
প্রিন্সেস আইস ল্যান্ড। অনেক সুন্দর একটি জায়গা।,positive
ইস্তাম্বুল শহরটা অনেক পরিস্কার এবং পরিচ্চন্ন শহর।,positive
"পানি, পাহাড় আর লাল মাটির মিশ্রনে সে এক নয়নাভিরাম প্রাকৃতিক সৌন্দর্য।",positive
রাঙামাটি খুবই পরিছন্ন শহর এবং মানুষের মন মানসিকতাও অসাধারণ।,positive
অদ্ভুত সুন্দর সকাল। মেঘের মধ্যে পাড়ার ঘরগুলো মনে হচ্ছে ডুবে আছে।,positive
"একদিকে পরিষ্কার-পরিচ্ছন্ন নীল আকাশ অন্যদিকে চকচকে নতুন ব্রিজ, সত্যিই দারুন লাগছিল।",positive
"ঝা ঝা রোদ, মৃদু বাতাস, বাতাসে কড়ই গাছের পাতার শব্দ এবং কিছু মরা পাতা ঝরে যাচ্ছে নদীতে। মুহূর্তটা সত্যিই অসাধারণ ছিল।",positive
হাতিয়াসহ নিঝুম দ্বীপে বিদ্যুৎ নাই,negative
"আপনি যদি দুবাই,সিংগাপুর বা নেদারল্যান্ডস এর প্রমোদতরী বা ক্রুজশিপের সাথে তুলনা করেন তাহলে হতাশ হবেন",negative
বাংলাদেশের প্রথম ওভারনাইট ক্রুজশিপ চালু করল।তাদের ম্যানেজমেন্ট এককথায় অসাধারণ,positive
রাতের কনসার্টটা আমার মন ছুঁয়ে গেছে।ইনটেরিওর ডিজাইন এ ছিল ইন্টারন্যাশনাল কোয়ালিটির ছোঁয়া।,positive
সব মিলিয়ে এই রাতটা আমার জীবনের অন্যতম সেরা রাত।,positive
আমার কাছে মনে হয়েছিল টাকা দিয়ে দূর্ভোগ কিনেছি। সব যাত্রীদের একটাই কথা ছিল ২য় বার কেউ বে-ওয়ানে যাবে না।,negative
"ওদের ম্যানেজমেন্ট এত্তো বাজে ছিল। বিশেষ করে যাত্রী উঠাতে, নামাতে। এখনো মনে হলে মেজাজ খারাপ হয়ে যায়।",negative
খাবার এর মান অনেক খারাপ ছিল।,negative
"যেকোন শপিংমল এর ওয়াশরুম এর চেয়ে ভালো। যেমন দুর্গন্ধ, তেমন অপরিস্কার।",negative
ঢাকা থেকে বান্দরবান বাসে যাওয়ার অভিজ্ঞতা একদমই ভালো ছিল না।,negative
ট্রেইলে পা দিতেই মন ভালো হয়ে গেল। কি সুন্দর নীরবতা!!,positive
খুব বিরক্তি নিয়ে সবাই জোড়ে হাটা দিলাম।,negative
"ভেলাতে উঠে যত এগুই ততই ভালো লাগে। দুপাশে পাহাড়, মাঝে এক জলরাশি যার শেষ কোথায় জানি না।",positive
এটা অনেক বিরক্তিকর। প্রচণ্ড বিরক্তিকর।,negative
"কিছু উন্মাদ ইউনিভার্সিটির ছেলেপেলে আছে এরা টুরে এসে পাগল হয়ে যায়, পোটেবল উফার নিয়ে আসে, আর অজথা গান বাজিয়ে মানুষকে উত্যক্ত করে।",negative
এযাবতকালের সেরা জায়গা ছিলো ঘোরার জন্য।,positive
নিরিবিলি জায়গাগুলো অদ্ভুত এক অনুভূতি হয়ে ছুঁয়ে দেয়।,positive
সেন্টমার্টিনের সৈকত ছাড়া কোনোটাই আমার ভালো লাগেনি।,negative
"সেন্টমার্টিনের আবাসিক এলাকাগুলো পুরো ঘিঞ্জি৷ কটেজ, রিসোর্টের নামে যত্রতত্র মেসবাড়ি বানিয়ে রেখেছে। কী বিশ্রী!",negative
"খাওয়াদাওয়ার হোটেলের অবস্থা, ব্যবস্থা সব একেবারে যাচ্ছেতাই।",negative
"পুরনো বাসি সামুদ্রিক মাছ ফ্রাই-বারবিকিউ করে পাবলিকরে খাওয়ায়, তার উপর সবকিছুরই গলাকাটা দাম।",negative
শুধুমাত্র দ্বীপের প্রবাল সৈকত উপভোগ করা ছাড়া আর কোনকিছু ভালো লাগার মত নাই।,negative
"শ্রীনগর থেকে প্রায় ৮২ কিমি উত্তর-পূর্বে এবং সমুদ্রতল থেকে ২,৮০০ মিটার উঁচুতে অবস্থিত সোনমার্গকে কাশ্মীরের এক টুকরো স্বর্গ বলা হয়।",positive
সকালের সোনালি রোদে পাহাড়শ্রেণীর চুড়াগুলো যেনো স্বর্ণালংকারের মতো চমকাচ্ছিল।,positive
"আমরা যতই সোনমার্গ এর কাছাকাছি যাচ্ছিলাম, আশেপাশের স্নিগ্ধ মনোরম দৃশ্য দেখে কিছুটা Excited হওয়াতে",positive
"মূল উপত্যকায় প্রবেশ করতেই যেনো চোখের উপর থেকে একটা পর্দা সরে গেলো। আমাদের কেউই ইতিপূর্বে এতো মনোমুগ্ধকর, অপার্থিব, অদ্ভুত, সৌন্দর্যের মুখোমুখি হইনি।",positive
"এ সৌন্দর্য ভাষায় প্রকাশ করা যায় না। ইশ্বরের কি অপরূপ সৃষ্টি। ঘটনার আকস্মিকতায় বিহ্বল সবাই নির্বাক, কারো কারো মুখ থেকে অস্ফুটে শুধু ""উহ্"" শব্দটি হলো।",positive
ইশ্বর যেনো উদার রুপে অকৃত্রিম সৌন্দর্য ঢেলে দিতে কোন কার্পণ্য করেননি সোনমার্গের এই উপত্যকায়।,positive
সোনালি রোদে পুরো উপত্যকাটা যেনো হীরের টুকরোর মতো জ্বলজ্বল করছিলো।,positive
"আমরা ধীরে, ধীরে তুষার আবৃত পাহাড়ের চুড়ার দিকে আরোহন করা শুরু করলাম এবং মুগ্ধ হয়ে ইশ্বরের দেয়া এই অপরূপ সৌন্দর্য দুচোখ ভরে উপভোগ করলাম।",positive
"কাশ্মীরের স্থানীয় অধিবাসীরা খুবই সহজ-সরল, অমায়িক। বাংলাদেশের পর্যটকদের অনেক পছন্দ ও সম্মান করেন।",positive
পুরো ট্যুরটা ভাল-মন্দ হিসেব করে যেমনটা আশা ছিল তা পাই নি।তবুও প্রকৃতির অপরূপ খেলা দেখে মুখ খুলে বদনাম করাও সম্ভব নয় ❤,positive
"সকালের কমপ্লিমেন্টারি বাজে সব্জির নাশতা, কাজ না করা এসি, ফানুশ ওড়ানোর নিয়ম নেই ইত্যাদি দেখেও প্রচন্ড রকম বিরক্তবোধ করেছি।",negative
পরিষ্কার পরিচ্ছন্নতা এবং এন্টারিওর ডিজাইন এর দিকে বেশ ভাল একটা হোটেল।,positive
তামাবিলের রাস্তাটা ছিল প্রচন্ডরকমের ভাঙা আর দেড় হাত গভীর খাদের মত গর্ত 😑,negative
"য দুপুরের খাবারের জন্য 'জাফলং ভিউ রেস্তোরা' তে খাবারের অর্ডার দেই, তবে শেষে এক রাশ দূঃখ আর নেগেটিভ রিভিও এর দেখা মিলল",negative
ঝর্ণার কোনো চিহ্ন নেই। তাই প্রকৃতির আসল সৌন্দর্য্য উপভোগ করতে পারলাম না।,negative
খাসিয়া পাড়ায় যাই একটি ভ্যান ১০০টাকায় ভাড়া করে। সেখানে দেখা মিলল সুপাড়ি গাছ আর পান পাতার এক অপরূপ দৃশ্য।,positive
 বেশ বড় আর অমায়িক সৌন্দর্যে ভরপুর চা বাগানটি। তবে সেখানে গিয়ে একটি জোঁকের শিকার হই :3,neutral
আরেক বাজে এক্সপেরিয়েন্স! রাস্তার এতোটাই খারাপ অবস্থা যে সবার ভাত হজম!,negative
মারাত্মক কষ্ট করে যাওয়ার পরও বর্ডারের একদম কাছে যেতে পারি নি বিজিবি'র কড়া নিরাপত্তার দরুন।,negative
প্রথমেই সিলেটের মানুষ এতটুকু আশাহত করবে তা কল্পনা করি নি।,negative
পাহাড়ের দৃশ্যটা এতই মনোরম ছিল যে বাধ্য হয়ে ছুটে যাই বর্ডারের কাছে।,positive
সেখানে আরেক বিব্রতকর পরিস্থিতি  কিছু ইন্ডিয়ান বিএসএফের কর্মীরা মার্কেটের ভেতরে ঢুকে সব মহিলাদের গাঁ ঘেষে হাটছিলো আবার অত্যন্ত খারাপ দৃষ্টিভঙ্গিও ছিল তাদের।,negative
 দিনের শুরু ও শেষ উভয়ই ছিল তিক্ত অভিজ্ঞতার!! 🙁,negative
"নোংরা পরিবেশ ও অযত্নে রাখা সবকিছু দেখে খুব ব্যাথিত হলাম, এই পবিত্র জায়গাটায় এমন অপবিত্রতা আর অযত্ন 😢",negative
খেয়ে দেয়ে ভেতরের অতীব সুন্দর ডিজাইন এবং পরিবেশ দেখে মুগ্ধ হলাম।,positive
এক্সপেরিয়েন্স তো বেশিরভাগই বাজে।,negative
ব্যাক্তিগতভাবে সিলেটি মানুষের আচরণ এবং ব্যাবসায়ী মনোভাব আমার একটুও ভাল লাগে নি।,negative
"শুধু ঐ চোরদের আর হোটেলের জন্য নয়, প্রায় সব মানুষের কথাবার্তাই বেশ উগ্র এবং মেজাজি।",negative
"বলছি না সিলেটি মানেই এমন, তবে বেশি মানুষরই ভাবগম্ভীরতা ও প্রফেশনালিজমের অভাব আছে।",negative
বৃষ্টির এই সিজনেই সিলেট যাওয়া বেস্ট হবে 😃 কিন্তু রাস্তাঘাট প্রচন্ড খারাপ 🙁,negative
প্রথমে তাদের আচরণ একটু উগ্রমেজাজী আর একগুঁয়ে লাগে কিন্তু হ্যাঁ আপনি তাদের সাথে ফ্রি লী মিশতে পারলে তাদের মত আন্তরিক মেলা ভার।,neutral
বিছানাকান্দি আর রাতারগূল ছিল এক কথায় অসাধারন ।,positive
"ছিমছাম একটা শহর,সুন্দর।",positive
ভাই এরা একেকজন ডন। অবস্থা এমন আমরা সিলেটী রা পর্যন্ত জিম্মি,negative
বিছানাকান্দির রাস্তার অবস্থা বেশি খারাপ,negative
ঢাকা সহ বাংলাদেশের সমস্ত জায়গার রাস্তার কাজ হয় এই জাফলং এর পাথর দিয়ে অথচ তার নিজের রাস্তার বেহাল দশা!,negative
দরগাহের অবস্থা খারাপ সেটা আমি নিজে ও জানি।,negative
সিলেটের গ্রামাঞ্চলের লোকদের মত খাঁটি মানুষ আর নাই।,positive
জাফলং/বিছানাকান্দি এলাকার লোকেরা খুব-ই সহজ সরল।,positive
পাহাড়ের আঁকাবাঁকা রাস্তা সাথে অপরূপ সৌন্দর্য্য মুগ্ধ করতে থাকে যাত্রার প্রতিটি মুহুর্ত।,positive
পাহাড়ের মাঝে দিয়ে সাঙ্গু নদীর সৌন্দর্য আপনাকে বিমোহিত করতে বাধ্য।,positive
জিনাপাড়ায় যাবার রাস্তা নাফাখুম পাড়া যাবার রাস্তার চেয়ে কঠিন।।,negative
ওয়াশরুমের অবস্থা খুবই বাজে। আগে থেকে মানসিক প্রস্তুতি নিয়ে আসবেন।,negative
খুব সুন্দর হলেও মন খারাপ লাগে এখানে,neutral
অনেক দর্শনাথীর ব্যাবহারে মন খারাপ হয়েছে ।,negative
চিড়িয়াখানা সত্যিই একটা সুন্দর জায়গা,positive
বোট ছাড়ার পড়েই সাংগু নদীর সৌন্দর্য শুরু।,positive
দীর সৌন্দর্যের কথা বলে কিংবা ছবি বা ভিডিও দেখিয়ে বুঝানো সম্ভব না। যাওয়ার পর বোঝা যাবে এর মর্ম।,positive
"গেলে বোঝা যাবে আল্লাহর কি অপরূপ সৃষ্টি, সামনে পিছনে আকা বাকা নদী,দুই পাশে জঙ্গল পাহাড় এবং নদীতে স্রোত নৌকা আর পাথর।",positive
"অন্ধকার, শীত, পাহাড়ি আকাবাকা রাস্তা, উচু নীচু রাস্তা, ঝিরিপথ, বরফ শীতল পানি দিয়ে হাটা এমন বাধা বিপত্তি পার হতে হয়েছে আমাদের।",positive
থুইসা পাড়া থেকে দেবতা পাহাড়ে যাওয়ার পথটা সুন্দর।,positive
দেবতা পাহাড় থেকে নামা বেশ কঠিন ।,negative
অমিয়াখুম ঝর্নার পাশে কলাপাতায় বসে খেলাম। অন্যরকম ভালো লাগা কাজ করতেছিল।,positive
নৌকার এই জার্নিটা অসাধারণ।,positive
বান্দরবানের নাফাখুম- অমিয়াখুম। আমার দেখা সবচেয়ে সুন্দর আর দুর্গম এরিয়া।,positive
দিনে দিনে এই স্পটগুলাও অসচেতন আর কেয়ারলেস ট্যুরিস্টদের জন্য নস্ট হয়ে যাচ্ছে।,negative
কি অসাধারণ একটা জায়গা,positive
নীলাদ্রি তে লাঞ্চ সেরে বিকাল পযন্ত এই খানেই কাটিয়ে দেই। জীবন এখানে কল্পনার চেয়েও সুন্দর।,positive
যাওয়ার রাস্তাটাও আপনার ভালো লাগবে। একেবারে নীরব তার সাথে সবুজ আর পাশে নাম না জানা চমৎকার একটা সরু খাল ।,positive
যায়গাটা এত্তো সুন্দর হবে ভাবতেই পারিনাই।,positive
পুরো চারদিকে পানি আর পুরো চরটাই সবুজ সাথে বাতাস। সেই যায়গার সৌন্দর্য বা অনুভূতি ভাষায় প্রকাশ করা যাবেনা।,positive
